Pandemic_covid19,Country,Year,Cases_covid19,Deaths_covid19,lon_covid19,lat_covid19,Pandemic_h1n1,year,Cases_h1n1,Deaths_h1n1,lon_h1n1,lat_h1n1
covid19,Mauritania,2020.0,17.0,0.0,-10.34779815,20.25736706,,,,,,
covid19,Mauritius,2020.0,138.0,7.0,57.57120551,-20.27768704,h1n1,2009.0,9.0,0.0,57.57120551,-20.27768704
covid19,Mayotte,2020.0,21.0,0.0,,,,,,,,
covid19,Mexico,2020.0,1809.0,13.0,-102.52345169,23.94753724,h1n1,2009.0,142567.0,2271.0,-102.52345169,23.94753724
covid19,Monaco,2020.0,139.0,0.0,7.40627677,43.75274627,h1n1,2009.0,1.0,0.0,7.40627677,43.75274627
covid19,Mongolia,2020.0,70.0,0.0,103.05299765,46.82681544,,,,,,
covid19,Montenegro,2020.0,129.0,2.0,19.23883939,42.78890259,h1n1,2009.0,26.0,0.0,19.23883939,42.78890259
covid19,Morocco,2020.0,859.0,32.0,-8.45615795,29.83762955,h1n1,2009.0,94.0,0.0,-8.45615795,29.83762955
covid19,Mozambique,2020.0,5.0,0.0,35.53367543,-17.27381643,,,,,,
covid19,Namibia,2020.0,33.0,0.0,17.20963567,-22.13032568,,,,,,
covid19,Nepal,2020.0,62.0,0.0,83.91582640000001,28.24891365,h1n1,2009.0,16.0,0.0,83.91582640000001,28.24891365
covid19,Netherlands,2020.0,34215.0,1181.0,-69.98267711,12.52088038,h1n1,2009.0,1171.0,0.0,-69.98267711,12.52088038
covid19,Netherlands,2020.0,34215.0,1181.0,-69.98267711,12.52088038,h1n1,2009.0,1171.0,0.0,-68.97119369,12.19551675
covid19,Netherlands,2020.0,34215.0,1181.0,-69.98267711,12.52088038,h1n1,2009.0,1171.0,0.0,5.28144793,52.1007899
covid19,Netherlands,2020.0,34215.0,1181.0,-69.98267711,12.52088038,h1n1,2009.0,1171.0,0.0,-63.05713363,18.05081728
covid19,Netherlands,2020.0,34215.0,1181.0,-68.97119369,12.19551675,h1n1,2009.0,1171.0,0.0,-69.98267711,12.52088038
covid19,Netherlands,2020.0,34215.0,1181.0,-68.97119369,12.19551675,h1n1,2009.0,1171.0,0.0,-68.97119369,12.19551675
covid19,Netherlands,2020.0,34215.0,1181.0,-68.97119369,12.19551675,h1n1,2009.0,1171.0,0.0,5.28144793,52.1007899
covid19,Netherlands,2020.0,34215.0,1181.0,-68.97119369,12.19551675,h1n1,2009.0,1171.0,0.0,-63.05713363,18.05081728
covid19,Netherlands,2020.0,34215.0,1181.0,5.28144793,52.100789899999995,h1n1,2009.0,1171.0,0.0,-69.98267711,12.52088038
covid19,Netherlands,2020.0,34215.0,1181.0,5.28144793,52.100789899999995,h1n1,2009.0,1171.0,0.0,-68.97119369,12.19551675
covid19,Netherlands,2020.0,34215.0,1181.0,5.28144793,52.100789899999995,h1n1,2009.0,1171.0,0.0,5.28144793,52.1007899
covid19,Netherlands,2020.0,34215.0,1181.0,5.28144793,52.100789899999995,h1n1,2009.0,1171.0,0.0,-63.05713363,18.05081728
covid19,Netherlands,2020.0,34215.0,1181.0,-63.05713363,18.05081728,h1n1,2009.0,1171.0,0.0,-69.98267711,12.52088038
covid19,Netherlands,2020.0,34215.0,1181.0,-63.05713363,18.05081728,h1n1,2009.0,1171.0,0.0,-68.97119369,12.19551675
covid19,Netherlands,2020.0,34215.0,1181.0,-63.05713363,18.05081728,h1n1,2009.0,1171.0,0.0,5.28144793,52.1007899
covid19,Netherlands,2020.0,34215.0,1181.0,-63.05713363,18.05081728,h1n1,2009.0,1171.0,0.0,-63.05713363,18.05081728
covid19,New Zealand,2020.0,582.0,0.0,-159.78724218,-21.21927288,h1n1,2009.0,4957.0,3.0,-159.78724218,-21.21927288
covid19,New Zealand,2020.0,582.0,0.0,-159.78724218,-21.21927288,h1n1,2009.0,4957.0,3.0,-169.86994682,-19.04945708
covid19,New Zealand,2020.0,582.0,0.0,-159.78724218,-21.21927288,h1n1,2009.0,4957.0,3.0,171.48492347,-41.81113557
covid19,New Zealand,2020.0,582.0,0.0,-169.86994682,-19.04945708,h1n1,2009.0,4957.0,3.0,-159.78724218,-21.21927288
covid19,New Zealand,2020.0,582.0,0.0,-169.86994682,-19.04945708,h1n1,2009.0,4957.0,3.0,-169.86994682,-19.04945708
covid19,New Zealand,2020.0,582.0,0.0,-169.86994682,-19.04945708,h1n1,2009.0,4957.0,3.0,171.48492347,-41.81113557
covid19,New Zealand,2020.0,582.0,0.0,171.48492347,-41.81113557,h1n1,2009.0,4957.0,3.0,-159.78724218,-21.21927288
covid19,New Zealand,2020.0,582.0,0.0,171.48492347,-41.81113557,h1n1,2009.0,4957.0,3.0,-169.86994682,-19.04945708
covid19,New Zealand,2020.0,582.0,0.0,171.48492347,-41.81113557,h1n1,2009.0,4957.0,3.0,171.48492347,-41.81113557
covid19,Nicaragua,2020.0,10.0,0.0,-85.0305297,12.84709429,h1n1,2009.0,2345.0,0.0,-85.0305297,12.84709429
covid19,Niger,2020.0,10.0,0.0,9.38545882,17.41912493,,,,,,
covid19,Nigeria,2020.0,193.0,2.0,8.08943895,9.59411452,,,,,,
covid19,North Ireland,2020.0,1.0,0.0,,,,,,,,
covid19,North Macedonia,2020.0,762.0,5.0,,,,,,,,
covid19,Norway,2020.0,23756.0,68.0,15.34834656,68.75015572,h1n1,2009.0,330.0,0.0,15.34834656,68.75015572
covid19,Oman,2020.0,693.0,0.0,56.09166155,20.60515333,h1n1,2009.0,25.0,0.0,56.09166155,20.60515333
covid19,Others,2020.0,26228.0,189.0,,,,,,,,
covid19,Pakistan,2020.0,5203.0,25.0,69.33957937,29.9497515,,,,,,
covid19,Palestine,2020.0,86.0,0.0,,,,,,,,
covid19,Panama,2020.0,1753.0,23.0,-80.11915156,8.51750797,h1n1,2009.0,5176.0,0.0,-80.11915156,8.51750797
covid19,Papua New Guinea,2020.0,5.0,0.0,145.20744752,-6.46416646,h1n1,2009.0,8.0,0.0,145.20744752,-6.46416646
covid19,Paraguay,2020.0,172.0,5.0,-58.40013703,-23.22823913,h1n1,2009.0,738.0,1.0,-58.40013703,-23.22823913
covid19,Peru,2020.0,2469.0,25.0,-74.38242685,-9.15280381,h1n1,2009.0,3856.0,0.0,-74.38242685,-9.15280381
covid19,Philippines,2020.0,3266.0,255.0,122.88393253,11.77536778,h1n1,2009.0,7269.0,6.0,122.88393253,11.77536778
covid19,Poland,2020.0,4697.0,63.0,19.39012835,52.12759564,h1n1,2009.0,185.0,0.0,19.39012835,52.12759564
covid19,Portugal,2020.0,11129.0,94.0,-8.50104361,39.59550671,h1n1,2009.0,145.0,0.0,-8.50104361,39.59550671
covid19,Puerto Rico,2020.0,3.0,0.0,,,,,,,,
covid19,Qatar,2020.0,5947.0,0.0,51.18479632,25.30601188,h1n1,2009.0,87.0,0.0,51.18479632,25.30601188
covid19,Republic of Korea,2020.0,190800.0,1670.0,,,,,,,,
covid19,Republic of Moldova,2020.0,658.0,7.0,,,,,,,,
covid19,Reunion,2020.0,137.0,0.0,,,,,,,,
covid19,Romania,2020.0,3894.0,21.0,24.97293039,45.85243127,h1n1,2009.0,291.0,0.0,24.97293039,45.85243127
covid19,Russian Federation,2020.0,2769.0,6.0,,,,,,,,
covid19,Rwanda,2020.0,159.0,0.0,29.91988515,-1.99033832,,,,,,
covid19,Saint BarthÃ©lemy,2020.0,17.0,0.0,,,,,,,,
covid19,Saint Lucia,2020.0,23.0,0.0,-60.96969923,13.89479481,h1n1,2009.0,3.0,0.0,-60.96969923,13.89479481
covid19,Saint Martin (French part),2020.0,4.0,0.0,,,,,,,,
covid19,Saint Vincent and the Grenadines,2020.0,11.0,0.0,-61.20129695,13.22472269,,,,,,
covid19,San Marino,2020.0,1911.0,160.0,12.45922334,43.94186747,,,,,,
covid19,Saudi Arabia,2020.0,3732.0,1.0,44.53686271,24.12245841,h1n1,2009.0,536.0,0.0,44.53686271,24.12245841
covid19,Senegal,2020.0,512.0,0.0,-14.4734924,14.36624173,,,,,,
covid19,Serbia,2020.0,1555.0,10.0,,,h1n1,2009.0,49.0,0.0,,
covid19,Seychelles,2020.0,56.0,0.0,55.47603279,-4.66099094,,,,,,
covid19,Singapore,2020.0,7627.0,8.0,103.81725592,1.35876087,h1n1,2009.0,4157.0,0.0,103.81725592,1.35876087
covid19,Slovakia,2020.0,1424.0,4.0,19.47905218,48.70547528,h1n1,2009.0,101.0,0.0,19.47905218,48.70547528
covid19,Slovenia,2020.0,3915.0,17.0,14.80444238,46.11554772,h1n1,2009.0,32.0,0.0,14.80444238,46.11554772
covid19,Somalia,2020.0,9.0,0.0,45.70714487,4.75062876,,,,,,
covid19,South Africa,2020.0,2221.0,0.0,25.08390093,-29.00034095,h1n1,2009.0,36.0,0.0,25.08390093,-29.00034095
covid19,Spain,2020.0,232288.0,12448.0,-3.64755047,40.24448698,h1n1,2009.0,8614.0,3.0,-3.64755047,40.24448698
covid19,Sri Lanka,2020.0,696.0,0.0,80.70108238,7.61266509,h1n1,2009.0,78.0,0.0,80.70108238,7.61266509
covid19,State of Palestine,2020.0,25.0,0.0,,,,,,,,
covid19,Sudan,2020.0,20.0,12.0,29.94046812,15.99035669,,,,,,
covid19,Suriname,2020.0,31.0,0.0,-55.9123457,4.13055413,h1n1,2009.0,88.0,0.0,-55.9123457,4.13055413
covid19,Sweden,2020.0,19873.0,160.0,16.74558049,62.77966519,h1n1,2009.0,678.0,0.0,16.74558049,62.77966519
covid19,Switzerland,2020.0,58069.0,635.0,8.20867471,46.79785878,h1n1,2009.0,555.0,0.0,8.20867471,46.79785878
covid19,Syrian Arab Republic,2020.0,3.0,0.0,,,,,,,,
covid19,Thailand,2020.0,5583.0,27.0,101.0028813,15.11815794,h1n1,2009.0,8726.0,13.0,101.0028813,15.11815794
covid19,Timor-Leste,2020.0,4.0,0.0,,,,,,,,
covid19,Togo,2020.0,93.0,0.0,0.96232845,8.52531356,,,,,,
covid19,Trinidad and Tobago,2020.0,245.0,0.0,-61.26567923,10.45733408,h1n1,2009.0,330.0,0.0,-61.26567923,10.45733408
covid19,Tunisia,2020.0,583.0,13.0,9.55288359,34.11956246,h1n1,2009.0,17.0,0.0,9.55288359,34.11956246
covid19,Turkey,2020.0,6039.0,129.0,35.16895346,39.0616029,h1n1,2009.0,323.0,0.0,35.16895346,39.0616029
covid19,Uganda,2020.0,20.0,0.0,32.36907971,1.27469299,h1n1,2009.0,2.0,0.0,32.36907971,1.27469299
covid19,Ukraine,2020.0,389.0,25.0,31.38326469,48.99656673,h1n1,2009.0,13.0,0.0,31.38326469,48.99656673
covid19,United Arab Emirates,2020.0,2411.0,10.0,54.300167099999996,23.90528188,h1n1,2009.0,51.0,0.0,54.3001671,23.90528188
covid19,United Kingdom,2020.0,44503.0,1859.0,-63.06498927,18.2239595,h1n1,2009.0,43708.0,15.0,-63.06498927,18.2239595
covid19,United Kingdom,2020.0,44503.0,1859.0,-63.06498927,18.2239595,h1n1,2009.0,43708.0,15.0,-64.7545589,32.31367802
covid19,United Kingdom,2020.0,44503.0,1859.0,-63.06498927,18.2239595,h1n1,2009.0,43708.0,15.0,-80.91213321,19.42896497
covid19,United Kingdom,2020.0,44503.0,1859.0,-63.06498927,18.2239595,h1n1,2009.0,43708.0,15.0,-59.35238956,-51.74483954
covid19,United Kingdom,2020.0,44503.0,1859.0,-63.06498927,18.2239595,h1n1,2009.0,43708.0,15.0,-2.86563164,54.12387156
covid19,United Kingdom,2020.0,44503.0,1859.0,-63.06498927,18.2239595,h1n1,2009.0,43708.0,15.0,-2.57239064,49.46809761
covid19,United Kingdom,2020.0,44503.0,1859.0,-63.06498927,18.2239595,h1n1,2009.0,43708.0,15.0,-4.53873952,54.22418911
covid19,United Kingdom,2020.0,44503.0,1859.0,-63.06498927,18.2239595,h1n1,2009.0,43708.0,15.0,72.44541229,-7.33059751
covid19,United Kingdom,2020.0,44503.0,1859.0,-63.06498927,18.2239595,h1n1,2009.0,43708.0,15.0,-2.12689938,49.21837377
covid19,United Kingdom,2020.0,44503.0,1859.0,-63.06498927,18.2239595,h1n1,2009.0,43708.0,15.0,-62.18518546,16.73941406
covid19,United Kingdom,2020.0,44503.0,1859.0,-63.06498927,18.2239595,h1n1,2009.0,43708.0,15.0,-128.31704202,-24.36500535
covid19,United Kingdom,2020.0,44503.0,1859.0,-63.06498927,18.2239595,h1n1,2009.0,43708.0,15.0,-36.43318388,-54.46488248
covid19,United Kingdom,2020.0,44503.0,1859.0,-63.06498927,18.2239595,h1n1,2009.0,43708.0,15.0,-9.54779416,-12.40355951
covid19,United Kingdom,2020.0,44503.0,1859.0,-63.06498927,18.2239595,h1n1,2009.0,43708.0,15.0,-71.97387881,21.83047572
covid19,United Kingdom,2020.0,44503.0,1859.0,-63.06498927,18.2239595,h1n1,2009.0,43708.0,15.0,-64.47146992,18.52585755
covid19,United Kingdom,2020.0,44503.0,1859.0,-64.7545589,32.31367802,h1n1,2009.0,43708.0,15.0,-63.06498927,18.2239595
covid19,United Kingdom,2020.0,44503.0,1859.0,-64.7545589,32.31367802,h1n1,2009.0,43708.0,15.0,-64.7545589,32.31367802
covid19,United Kingdom,2020.0,44503.0,1859.0,-64.7545589,32.31367802,h1n1,2009.0,43708.0,15.0,-80.91213321,19.42896497
covid19,United Kingdom,2020.0,44503.0,1859.0,-64.7545589,32.31367802,h1n1,2009.0,43708.0,15.0,-59.35238956,-51.74483954
covid19,United Kingdom,2020.0,44503.0,1859.0,-64.7545589,32.31367802,h1n1,2009.0,43708.0,15.0,-2.86563164,54.12387156
covid19,United Kingdom,2020.0,44503.0,1859.0,-64.7545589,32.31367802,h1n1,2009.0,43708.0,15.0,-2.57239064,49.46809761
covid19,United Kingdom,2020.0,44503.0,1859.0,-64.7545589,32.31367802,h1n1,2009.0,43708.0,15.0,-4.53873952,54.22418911
covid19,United Kingdom,2020.0,44503.0,1859.0,-64.7545589,32.31367802,h1n1,2009.0,43708.0,15.0,72.44541229,-7.33059751
covid19,United Kingdom,2020.0,44503.0,1859.0,-64.7545589,32.31367802,h1n1,2009.0,43708.0,15.0,-2.12689938,49.21837377
covid19,United Kingdom,2020.0,44503.0,1859.0,-64.7545589,32.31367802,h1n1,2009.0,43708.0,15.0,-62.18518546,16.73941406
covid19,United Kingdom,2020.0,44503.0,1859.0,-64.7545589,32.31367802,h1n1,2009.0,43708.0,15.0,-128.31704202,-24.36500535
covid19,United Kingdom,2020.0,44503.0,1859.0,-64.7545589,32.31367802,h1n1,2009.0,43708.0,15.0,-36.43318388,-54.46488248
covid19,United Kingdom,2020.0,44503.0,1859.0,-64.7545589,32.31367802,h1n1,2009.0,43708.0,15.0,-9.54779416,-12.40355951
covid19,United Kingdom,2020.0,44503.0,1859.0,-64.7545589,32.31367802,h1n1,2009.0,43708.0,15.0,-71.97387881,21.83047572
covid19,United Kingdom,2020.0,44503.0,1859.0,-64.7545589,32.31367802,h1n1,2009.0,43708.0,15.0,-64.47146992,18.52585755
covid19,United Kingdom,2020.0,44503.0,1859.0,-80.91213321,19.42896497,h1n1,2009.0,43708.0,15.0,-63.06498927,18.2239595
covid19,United Kingdom,2020.0,44503.0,1859.0,-80.91213321,19.42896497,h1n1,2009.0,43708.0,15.0,-64.7545589,32.31367802
covid19,United Kingdom,2020.0,44503.0,1859.0,-80.91213321,19.42896497,h1n1,2009.0,43708.0,15.0,-80.91213321,19.42896497
covid19,United Kingdom,2020.0,44503.0,1859.0,-80.91213321,19.42896497,h1n1,2009.0,43708.0,15.0,-59.35238956,-51.74483954
covid19,United Kingdom,2020.0,44503.0,1859.0,-80.91213321,19.42896497,h1n1,2009.0,43708.0,15.0,-2.86563164,54.12387156
covid19,United Kingdom,2020.0,44503.0,1859.0,-80.91213321,19.42896497,h1n1,2009.0,43708.0,15.0,-2.57239064,49.46809761
covid19,United Kingdom,2020.0,44503.0,1859.0,-80.91213321,19.42896497,h1n1,2009.0,43708.0,15.0,-4.53873952,54.22418911
covid19,United Kingdom,2020.0,44503.0,1859.0,-80.91213321,19.42896497,h1n1,2009.0,43708.0,15.0,72.44541229,-7.33059751
covid19,United Kingdom,2020.0,44503.0,1859.0,-80.91213321,19.42896497,h1n1,2009.0,43708.0,15.0,-2.12689938,49.21837377
covid19,United Kingdom,2020.0,44503.0,1859.0,-80.91213321,19.42896497,h1n1,2009.0,43708.0,15.0,-62.18518546,16.73941406
covid19,United Kingdom,2020.0,44503.0,1859.0,-80.91213321,19.42896497,h1n1,2009.0,43708.0,15.0,-128.31704202,-24.36500535
covid19,United Kingdom,2020.0,44503.0,1859.0,-80.91213321,19.42896497,h1n1,2009.0,43708.0,15.0,-36.43318388,-54.46488248
covid19,United Kingdom,2020.0,44503.0,1859.0,-80.91213321,19.42896497,h1n1,2009.0,43708.0,15.0,-9.54779416,-12.40355951
covid19,United Kingdom,2020.0,44503.0,1859.0,-80.91213321,19.42896497,h1n1,2009.0,43708.0,15.0,-71.97387881,21.83047572
covid19,United Kingdom,2020.0,44503.0,1859.0,-80.91213321,19.42896497,h1n1,2009.0,43708.0,15.0,-64.47146992,18.52585755
covid19,United Kingdom,2020.0,44503.0,1859.0,-59.35238956,-51.74483954,h1n1,2009.0,43708.0,15.0,-63.06498927,18.2239595
covid19,United Kingdom,2020.0,44503.0,1859.0,-59.35238956,-51.74483954,h1n1,2009.0,43708.0,15.0,-64.7545589,32.31367802
covid19,United Kingdom,2020.0,44503.0,1859.0,-59.35238956,-51.74483954,h1n1,2009.0,43708.0,15.0,-80.91213321,19.42896497
covid19,United Kingdom,2020.0,44503.0,1859.0,-59.35238956,-51.74483954,h1n1,2009.0,43708.0,15.0,-59.35238956,-51.74483954
covid19,United Kingdom,2020.0,44503.0,1859.0,-59.35238956,-51.74483954,h1n1,2009.0,43708.0,15.0,-2.86563164,54.12387156
covid19,United Kingdom,2020.0,44503.0,1859.0,-59.35238956,-51.74483954,h1n1,2009.0,43708.0,15.0,-2.57239064,49.46809761
covid19,United Kingdom,2020.0,44503.0,1859.0,-59.35238956,-51.74483954,h1n1,2009.0,43708.0,15.0,-4.53873952,54.22418911
covid19,United Kingdom,2020.0,44503.0,1859.0,-59.35238956,-51.74483954,h1n1,2009.0,43708.0,15.0,72.44541229,-7.33059751
covid19,United Kingdom,2020.0,44503.0,1859.0,-59.35238956,-51.74483954,h1n1,2009.0,43708.0,15.0,-2.12689938,49.21837377
covid19,United Kingdom,2020.0,44503.0,1859.0,-59.35238956,-51.74483954,h1n1,2009.0,43708.0,15.0,-62.18518546,16.73941406
covid19,United Kingdom,2020.0,44503.0,1859.0,-59.35238956,-51.74483954,h1n1,2009.0,43708.0,15.0,-128.31704202,-24.36500535
covid19,United Kingdom,2020.0,44503.0,1859.0,-59.35238956,-51.74483954,h1n1,2009.0,43708.0,15.0,-36.43318388,-54.46488248
covid19,United Kingdom,2020.0,44503.0,1859.0,-59.35238956,-51.74483954,h1n1,2009.0,43708.0,15.0,-9.54779416,-12.40355951
covid19,United Kingdom,2020.0,44503.0,1859.0,-59.35238956,-51.74483954,h1n1,2009.0,43708.0,15.0,-71.97387881,21.83047572
covid19,United Kingdom,2020.0,44503.0,1859.0,-59.35238956,-51.74483954,h1n1,2009.0,43708.0,15.0,-64.47146992,18.52585755
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.86563164,54.12387156,h1n1,2009.0,43708.0,15.0,-63.06498927,18.2239595
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.86563164,54.12387156,h1n1,2009.0,43708.0,15.0,-64.7545589,32.31367802
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.86563164,54.12387156,h1n1,2009.0,43708.0,15.0,-80.91213321,19.42896497
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.86563164,54.12387156,h1n1,2009.0,43708.0,15.0,-59.35238956,-51.74483954
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.86563164,54.12387156,h1n1,2009.0,43708.0,15.0,-2.86563164,54.12387156
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.86563164,54.12387156,h1n1,2009.0,43708.0,15.0,-2.57239064,49.46809761
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.86563164,54.12387156,h1n1,2009.0,43708.0,15.0,-4.53873952,54.22418911
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.86563164,54.12387156,h1n1,2009.0,43708.0,15.0,72.44541229,-7.33059751
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.86563164,54.12387156,h1n1,2009.0,43708.0,15.0,-2.12689938,49.21837377
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.86563164,54.12387156,h1n1,2009.0,43708.0,15.0,-62.18518546,16.73941406
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.86563164,54.12387156,h1n1,2009.0,43708.0,15.0,-128.31704202,-24.36500535
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.86563164,54.12387156,h1n1,2009.0,43708.0,15.0,-36.43318388,-54.46488248
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.86563164,54.12387156,h1n1,2009.0,43708.0,15.0,-9.54779416,-12.40355951
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.86563164,54.12387156,h1n1,2009.0,43708.0,15.0,-71.97387881,21.83047572
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.86563164,54.12387156,h1n1,2009.0,43708.0,15.0,-64.47146992,18.52585755
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.57239064,49.46809761,h1n1,2009.0,43708.0,15.0,-63.06498927,18.2239595
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.57239064,49.46809761,h1n1,2009.0,43708.0,15.0,-64.7545589,32.31367802
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.57239064,49.46809761,h1n1,2009.0,43708.0,15.0,-80.91213321,19.42896497
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.57239064,49.46809761,h1n1,2009.0,43708.0,15.0,-59.35238956,-51.74483954
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.57239064,49.46809761,h1n1,2009.0,43708.0,15.0,-2.86563164,54.12387156
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.57239064,49.46809761,h1n1,2009.0,43708.0,15.0,-2.57239064,49.46809761
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.57239064,49.46809761,h1n1,2009.0,43708.0,15.0,-4.53873952,54.22418911
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.57239064,49.46809761,h1n1,2009.0,43708.0,15.0,72.44541229,-7.33059751
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.57239064,49.46809761,h1n1,2009.0,43708.0,15.0,-2.12689938,49.21837377
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.57239064,49.46809761,h1n1,2009.0,43708.0,15.0,-62.18518546,16.73941406
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.57239064,49.46809761,h1n1,2009.0,43708.0,15.0,-128.31704202,-24.36500535
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.57239064,49.46809761,h1n1,2009.0,43708.0,15.0,-36.43318388,-54.46488248
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.57239064,49.46809761,h1n1,2009.0,43708.0,15.0,-9.54779416,-12.40355951
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.57239064,49.46809761,h1n1,2009.0,43708.0,15.0,-71.97387881,21.83047572
covid19,United Kingdom,2020.0,44503.0,1859.0,-2.57239064,49.46809761,h1n1,2009.0,43708.0,15.0,-64.47146992,18.52585755
covid19,United Kingdom,2020.0,44503.0,1859.0,-4.53873952,54.22418911,h1n1,2009.0,43708.0,15.0,-63.06498927,18.2239595
covid19,United Kingdom,2020.0,44503.0,1859.0,-4.53873952,54.22418911,h1n1,2009.0,43708.0,15.0,-64.7545589,32.31367802
covid19,United Kingdom,2020.0,44503.0,1859.0,-4.53873952,54.22418911,h1n1,2009.0,43708.0,15.0,-80.91213321,19.42896497
covid19,United Kingdom,2020.0,44503.0,1859.0,-4.53873952,54.22418911,h1n1,2009.0,43708.0,15.0,-59.35238956,-51.74483954
covid19,United Kingdom,2020.0,44503.0,1859.0,-4.53873952,54.22418911,h1n1,2009.0,43708.0,15.0,-2.86563164,54.12387156
covid19,United Kingdom,2020.0,44503.0,1859.0,-4.53873952,54.22418911,h1n1,2009.0,43708.0,15.0,-2.57239064,49.46809761
covid19,United Kingdom,2020.0,44503.0,1859.0,-4.53873952,54.22418911,h1n1,2009.0,43708.0,15.0,-4.53873952,54.22418911
covid19,United Kingdom,2020.0,44503.0,1859.0,-4.53873952,54.22418911,h1n1,2009.0,43708.0,15.0,72.44541229,-7.33059751
covid19,United Kingdom,2020.0,44503.0,1859.0,-4.53873952,54.22418911,h1n1,2009.0,43708.0,15.0,-2.12689938,49.21837377
covid19,United Kingdom,2020.0,44503.0,1859.0,-4.53873952,54.22418911,h1n1,2009.0,43708.0,15.0,-62.18518546,16.73941406
covid19,United Kingdom,2020.0,44503.0,1859.0,-4.53873952,54.22418911,h1n1,2009.0,43708.0,15.0,-128.31704202,-24.36500535
covid19,United Kingdom,2020.0,44503.0,1859.0,-4.53873952,54.22418911,h1n1,2009.0,43708.0,15.0,-36.43318388,-54.46488248
covid19,United Kingdom,2020.0,44503.0,1859.0,-4.53873952,54.22418911,h1n1,2009.0,43708.0,15.0,-9.54779416,-12.40355951
covid19,United Kingdom,2020.0,44503.0,1859.0,-4.53873952,54.22418911,h1n1,2009.0,43708.0,15.0,-71.97387881,21.83047572
covid19,United Kingdom,2020.0,44503.0,1859.0,-4.53873952,54.22418911,h1n1,2009.0,43708.0,15.0,-64.47146992,18.52585755
covid19,United Kingdom,2020.0,44503.0,1859.0,72.44541229,-7.33059751,h1n1,2009.0,43708.0,15.0,-63.06498927,18.2239595
covid19,United Kingdom,2020.0,44503.0,1859.0,72.44541229,-7.33059751,h1n1,2009.0,43708.0,15.0,-64.7545589,32.31367802
covid19,United Kingdom,2020.0,44503.0,1859.0,72.44541229,-7.33059751,h1n1,2009.0,43708.0,15.0,-80.91213321,19.42896497
covid19,United Kingdom,2020.0,44503.0,1859.0,72.44541229,-7.33059751,h1n1,2009.0,43708.0,15.0,-59.35238956,-51.74483954
covid19,United Kingdom,2020.0,44503.0,1859.0,72.44541229,-7.33059751,h1n1,2009.0,43708.0,15.0,-2.86563164,54.12387156
covid19,United Kingdom,2020.0,44503.0,1859.0,72.44541229,-7.33059751,h1n1,2009.0,43708.0,15.0,-2.57239064,49.46809761
covid19,United Kingdom,2020.0,44503.0,1859.0,72.44541229,-7.33059751,h1n1,2009.0,43708.0,15.0,-4.53873952,54.22418911
